0,1,2,3,4,5
202,N,1,6,23304,53
177,N,1,3,23304,53
60,1191XX,4,21,23304,53
61,1191XX,4,21,23304,53
75,412031,4,21,23304,53
104,151252,4,21,23304,53
83,412031,3,19,23304,53
120,537062,1,14,23304,53
120,N,1,12,23304,53
94,N,1,10,23304,53
95,N,1,9,23304,53
95,N,1,7,23304,53
94,N,1,5,23304,53
116,N,1,3,23304,53
123,N,1,1,23304,53
124,N,1,0,23304,53
124,N,1,0,23304,53
208,113021,4,21,23304,53
204,259040,4,21,23304,53
80,N,2,17,23304,53
161,N,1,10,23304,53
331,1191XX,4,21,23304,53
485,412010,1,13,23304,53
385,N,1,3,23304,53
121,112021,4,21,23304,53
118,1191XX,4,21,23304,53
63,1191XX,4,20,23304,53
72,537062,1,12,23304,53
27,N,5,23,23304,53
80,151252,5,22,23304,53
295,151252,5,22,23304,53
292,151252,5,22,23304,53
55,N,4,21,23304,53
61,N,4,21,23304,53
117,2310XX,5,23,23304,53
135,1191XX,3,19,23304,53
24,419020,4,21,23304,53
26,1191XX,2,16,23304,53
41,119041,5,23,23304,53
34,132011,5,22,23304,53
41,271010,4,21,23304,53
181,132052,5,24,23304,53
142,2530XX,1,14,23304,53
141,259040,2,16,23304,53
204,N,1,8,23304,53
55,492020,4,21,23304,53
61,N,5,22,23304,53
61,1110XX,5,22,23304,53
66,N,3,18,23304,53
68,N,1,7,23304,53
56,N,1,4,23304,53
60,299000,5,24,23304,53
61,1191XX,5,22,23304,53
41,392021,1,14,23304,53
26,493050,1,14,23304,53
47,113021,5,22,23304,53
33,411011,5,24,23304,53
38,N,1,8,23304,53
97,37201X,3,19,23304,53
82,411011,3,19,23304,53
60,151252,5,24,23304,53
69,N,5,22,23304,53
208,132070,4,21,23304,53
34,N,4,20,23304,53
186,151211,4,21,23304,53
117,252030,4,21,23304,53
12,N,2,16,23304,53
11,N,2,16,23304,53
12,1520XX,4,21,23304,53
98,172051,5,22,23304,53
94,N,4,21,23304,53
42,37201X,3,19,23304,53
38,N,2,16,23304,53
46,151255,4,21,23304,53
98,151252,5,22,23304,53
118,151252,5,22,23304,53
34,151252,4,21,23304,53
33,2310XX,5,23,23304,53
38,1940YY,4,21,23304,53
39,171011,5,22,23304,53
136,151244,4,21,23304,53
182,151252,4,21,23304,53
38,N,5,23,23304,53
77,1191XX,5,22,23304,53
64,2310XX,5,23,23304,53
55,N,1,6,23304,53
63,N,1,6,23304,53
9,N,4,21,23304,53
10,151252,5,22,23304,53
16,N,1,14,23304,53
9,N,1,10,23304,53
130,151252,4,21,23304,53
128,151252,4,21,23304,53
67,151252,3,19,23304,53
67,N,3,19,23304,53
103,151252,4,21,23304,53
107,N,4,20,23304,53
49,N,1,14,23304,53
81,172070,4,21,23304,53
81,412031,4,21,23304,53
114,132011,5,22,23304,53
108,132011,4,21,23304,53
191,N,5,22,23304,53
74,352010,3,18,23304,53
86,113031,5,22,23304,53
30,N,4,21,23304,53
29,N,2,16,23304,53
29,411011,4,20,23304,53
65,192099,5,24,23304,53
64,131082,5,23,23304,53
51,N,1,3,23304,53
68,N,4,21,23304,53
75,N,4,21,23304,53
48,112021,5,22,23304,53
62,1191XX,4,21,23304,53
73,N,1,0,23304,53
65,1721YY,5,23,23304,53
52,N,4,21,23304,53
131,151252,5,22,23304,53
148,252020,5,22,23304,53
38,N,4,21,23304,53
40,1110XX,5,22,23304,53
378,172070,4,20,23304,53
500,1191XX,4,21,23304,53
59,151252,4,20,23304,53
65,N,4,21,23304,53
65,131070,4,21,23304,53
64,151244,5,22,23304,53
58,1191XX,5,22,23304,53
56,N,1,3,23304,53
60,353023,1,14,23304,53
63,N,1,10,23304,53
57,436014,4,21,23304,53
75,151252,5,22,23304,53
66,N,1,8,23304,53
81,N,1,6,23304,53
96,N,4,21,23304,53
137,151252,5,22,23304,53
104,151252,5,22,23304,53
128,119041,5,22,23304,53
135,1520XX,5,22,23304,53
121,N,1,5,23304,53
120,N,1,3,23304,53
356,192099,5,24,23304,53
349,259040,5,22,23304,53
274,N,1,12,23304,53
275,N,1,10,23304,53
105,273042,5,24,23304,53
127,1520XX,5,24,23304,53
412,131111,5,22,23304,53
478,131070,5,22,23304,53
200,434181,2,16,23304,53
61,2310XX,5,23,23304,53
56,N,4,21,23304,53
296,1110XX,5,22,23304,53
381,112021,5,22,23304,53
448,N,1,0,23304,53
112,1191XX,5,23,23304,53
47,5350XX,2,16,23304,53
62,N,5,23,23304,53
87,N,5,24,23304,53
93,132011,4,21,23304,53
81,531000,4,21,23304,53
96,N,1,3,23304,53
79,2530XX,5,24,23304,53
66,151252,4,21,23304,53
68,1191XX,4,21,23304,53
78,151252,4,21,23304,53
77,172051,4,21,23304,53
77,N,5,22,23304,53
29,1191XX,4,21,23304,53
27,N,4,21,23304,53
24,N,1,13,23304,53
30,N,1,5,23304,53
12,1191XX,4,20,23304,53
11,N,4,21,23304,53
56,519061,3,19,23304,53
63,311122,4,20,23304,53
62,353031,4,21,23304,53
119,211014,5,22,23304,53
124,112021,5,22,23304,53
149,359011,1,13,23304,53
147,N,1,13,23304,53
95,291141,5,22,23304,53
66,351012,4,21,23304,53
61,131111,5,22,23304,53
12,N,3,19,23304,53
13,N,5,23,23304,53
60,N,5,23,23304,53
67,N,5,22,23304,53
33,112021,4,21,23304,53
34,419020,5,23,23304,53
107,N,4,20,23304,53
43,151252,5,22,23304,53
45,411011,5,22,23304,53
59,151252,4,21,23304,53
60,N,5,22,23304,53
109,132051,5,22,23304,53
38,N,4,21,23304,53
37,N,4,21,23304,53
59,151252,5,24,23304,53
66,151252,5,24,23304,53
128,N,1,13,23304,53
127,537062,3,19,23304,53
102,132061,4,21,23304,53
96,N,5,23,23304,53
72,411012,4,21,23304,53
71,N,4,21,23304,53
55,N,1,6,23304,53
62,N,1,4,23304,53
390,533053,3,19,23304,53
381,N,4,21,23304,53
344,N,1,4,23304,53
441,N,1,2,23304,53
94,999920,4,21,23304,53
68,172041,5,22,23304,53
410,273043,4,21,23304,53
409,436014,4,21,23304,53
106,151251,3,19,23304,53
64,151252,5,22,23304,53
62,119030,5,22,23304,53
66,536021,2,16,23304,53
54,292032,5,23,23304,53
38,113031,5,22,23304,53
39,151252,5,24,23304,53
34,N,1,6,23304,53
137,N,5,23,23304,53
132,291011,5,23,23304,53
132,N,1,14,23304,53
133,N,1,12,23304,53
72,N,3,19,23304,53
9,431011,4,20,23304,53
56,N,5,22,23304,53
51,N,4,21,23304,53
69,419020,4,21,23304,53
55,N,4,21,23304,53
77,N,1,9,23304,53
78,N,1,7,23304,53
76,N,1,4,23304,53
64,N,1,2,23304,53
70,N,4,21,23304,53
63,N,4,21,23304,53
67,291141,4,21,23304,53
60,172070,4,21,23304,53
187,N,4,20,23304,53
378,N,1,15,23304,53
286,472031,1,9,23304,53
304,N,1,6,23304,53
304,N,1,4,23304,53
304,N,1,2,23304,53
306,N,1,0,23304,53
41,151211,5,22,23304,53
41,172011,5,22,23304,53
306,151252,4,21,23304,53
293,151252,4,21,23304,53
68,N,2,16,23304,53
63,493023,2,16,23304,53
55,1110XX,5,22,23304,53
50,N,4,21,23304,53
56,N,4,21,23304,53
129,291210,5,23,23304,53
145,N,1,2,23304,53
61,N,2,16,23304,53
66,151299,4,21,23304,53
65,151252,4,21,23304,53
59,N,1,0,23304,53
74,N,3,19,23304,53
58,311131,4,20,23304,53
76,291210,5,23,23304,53
76,151252,5,24,23304,53
59,2310XX,5,23,23304,53
61,419020,5,23,23304,53
101,272022,3,19,23304,53
13,N,5,22,23304,53
11,N,4,21,23304,53
73,N,5,22,23304,53
59,N,4,21,23304,53
187,152031,4,21,23304,53
174,N,1,11,23304,53
291,172051,5,22,23304,53
316,N,4,20,23304,53
34,N,2,16,23304,53
32,N,2,16,23304,53
55,N,4,21,23304,53
60,211019,4,21,23304,53
50,414010,5,22,23304,53
72,514XXX,2,16,23304,53
44,37201X,1,14,23304,53
351,119141,3,19,23304,53
77,N,5,23,23304,53
80,151299,5,22,23304,53
84,N,1,13,23304,53
67,N,1,9,23304,53
84,999920,5,22,23304,53
108,291051,5,24,23304,53
113,291051,5,24,23304,53
87,N,1,5,23304,53
70,151252,5,22,23304,53
69,151252,5,22,23304,53
53,N,3,19,23304,53
74,113031,5,23,23304,53
74,N,5,22,23304,53
67,N,1,8,23304,53
67,N,1,3,23304,53
62,N,5,22,23304,53
59,N,4,21,23304,53
59,N,2,16,23304,53
88,493023,1,1,23304,53
75,N,1,1,23304,53
104,N,3,19,23304,53
109,499071,4,20,23304,53
108,N,2,16,23304,53
31,N,5,22,23304,53
35,N,4,21,23304,53
39,151299,5,23,23304,53
47,151252,5,22,23304,53
90,1110XX,5,22,23304,53
66,1191XX,5,22,23304,53
63,N,2,16,23304,53
8,N,4,21,23304,53
9,112022,4,21,23304,53
10,N,1,13,23304,53
7,N,1,10,23304,53
8,N,1,9,23304,53
62,172070,4,20,23304,53
57,414010,2,16,23304,53
274,172011,4,21,23304,53
221,132011,4,21,23304,53
231,N,1,1,23304,53
101,436011,3,19,23304,53
80,N,1,11,23304,53
47,151252,5,22,23304,53
44,434051,5,22,23304,53
92,273042,4,21,23304,53
76,399031,5,22,23304,53
76,252020,5,24,23304,53
280,493090,3,19,23304,53
249,119141,4,21,23304,53
174,395012,4,21,23304,53
237,192099,4,21,23304,53
179,411011,3,19,23304,53
204,N,3,19,23304,53
150,151252,5,22,23304,53
67,291141,5,22,23304,53
69,131082,5,22,23304,53
52,N,1,5,23304,53
52,N,1,4,23304,53
53,N,1,2,23304,53
147,151252,5,22,23304,53
150,413021,4,21,23304,53
70,1191XX,4,21,23304,53
65,252030,4,21,23304,53
66,N,2,16,23304,53
69,N,1,13,23304,53
38,172011,5,22,23304,53
34,412031,4,21,23304,53
39,392021,3,18,23304,53
40,N,2,16,23304,53
40,N,3,18,23304,53
68,N,5,22,23304,53
63,151252,5,22,23304,53
62,N,5,22,23304,53
49,N,1,6,23304,53
73,N,1,0,23304,53
39,N,5,23,23304,53
93,N,4,21,23304,53
78,N,4,20,23304,53
69,172110,4,21,23304,53
96,453031,1,14,23304,53
110,434051,3,19,23304,53
363,413021,4,21,23304,53
359,271025,4,21,23304,53
64,37201X,2,17,23304,53
127,N,1,7,23304,53
123,N,1,5,23304,53
56,2530XX,4,21,23304,53
53,113021,5,22,23304,53
49,N,1,12,23304,53
76,151252,4,21,23304,53
57,291141,4,21,23304,53
57,291141,4,21,23304,53
106,254022,5,22,23304,53
141,472111,2,16,23304,53
129,392021,3,18,23304,53
77,132070,4,21,23304,53
48,132052,4,21,23304,53
66,353023,4,21,23304,53
108,151252,5,22,23304,53
85,N,4,21,23304,53
124,N,1,15,23304,53
111,N,1,14,23304,53
98,N,1,9,23304,53
126,131161,5,22,23304,53
129,1520XX,5,22,23304,53
73,1110XX,4,21,23304,53
58,252050,4,21,23304,53
66,N,1,2,23304,53
60,131111,4,21,23304,53
60,252020,5,22,23304,53
60,311122,3,19,23304,53
68,N,4,20,23304,53
75,151252,4,21,23304,53
86,151254,4,21,23304,53
60,151252,5,22,23304,53
59,151252,5,22,23304,53
62,N,1,12,23304,53
66,151211,5,22,23304,53
66,15124X,4,21,23304,53
50,N,1,2,23304,53
107,N,4,21,23304,53
122,113021,4,21,23304,53
128,N,1,11,23304,53
113,N,1,7,23304,53
231,112022,4,21,23304,53
101,192099,5,24,23304,53
196,212021,5,22,23304,53
203,1191XX,5,22,23304,53
246,412010,1,15,23304,53
243,1520XX,5,22,23304,53
215,151252,5,24,23304,53
66,151252,5,22,23304,53
67,N,4,21,23304,53
50,N,1,4,23304,53
73,N,1,1,23304,53
57,1191XX,5,22,23304,53
55,131111,5,23,23304,53
322,N,1,13,23304,53
68,N,4,21,23304,53
70,132041,5,22,23304,53
69,151252,5,22,23304,53
58,151252,4,21,23304,53
77,151252,5,22,23304,53
89,172110,5,22,23304,53
98,N,1,0,23304,53
50,412031,3,19,23304,53
44,353023,3,18,23304,53
129,339030,4,20,23304,53
122,N,1,3,23304,53
106,N,1,6,23304,53
37,413091,4,21,23304,53
38,151252,5,22,23304,53
56,151252,4,21,23304,53
66,151252,5,22,23304,53
57,N,1,0,23304,53
70,151252,4,21,23304,53
69,151211,5,22,23304,53
63,N,1,4,23304,53
55,N,5,23,23304,53
39,119111,5,23,23304,53
37,273043,5,22,23304,53
56,N,4,21,23304,53
61,N,4,21,23304,53
65,119051,4,21,23304,53
53,119051,4,21,23304,53
72,N,1,2,23304,53
78,N,1,0,23304,53
69,113071,2,16,23304,53
65,372012,2,16,23304,53
66,N,2,16,23304,53
69,N,1,14,23304,53
101,291011,5,23,23304,53
109,271025,5,22,23304,53
84,151230,4,20,23304,53
64,434171,2,17,23304,53
64,N,1,1,23304,53
63,419020,4,21,23304,53
63,399031,4,20,23304,53
63,291131,5,23,23304,53
70,1191XX,4,21,23304,53
56,259040,4,20,23304,53
64,N,1,5,23304,53
77,N,1,4,23304,53
83,N,1,0,23304,53
206,999920,1,15,23304,53
258,N,5,22,23304,53
160,N,3,18,23304,53
183,N,1,13,23304,53
16,131111,5,22,23304,53
32,499071,2,16,23304,53
75,1191XX,4,21,23304,53
74,N,5,23,23304,53
66,N,1,3,23304,53
67,N,1,1,23304,53
66,N,1,0,23304,53
62,231012,5,22,23304,53
62,151252,5,24,23304,53
66,2911XX,5,22,23304,53
58,152031,4,21,23304,53
68,439061,2,16,23304,53
50,N,4,21,23304,53
46,259040,1,13,23304,53
31,N,4,21,23304,53
71,151252,5,22,23304,53
59,192099,5,24,23304,53
34,N,4,21,23304,53
33,291141,4,21,23304,53
71,291210,5,23,23304,53
69,131082,5,23,23304,53
61,N,1,3,23304,53
30,N,4,21,23304,53
28,N,5,22,23304,53
78,2310XX,5,23,23304,53
79,251000,5,24,23304,53
62,N,1,4,23304,53
37,113031,5,22,23304,53
37,172011,5,22,23304,53
43,1191XX,4,21,23304,53
42,537062,2,16,23304,53
48,999920,4,20,23304,53
65,132070,5,22,23304,53
65,132051,5,22,23304,53
50,N,1,9,23304,53
58,N,1,4,23304,53
75,N,1,1,23304,53
23,113121,5,22,23304,53
34,411011,5,22,23304,53
33,353023,3,18,23304,53
28,N,1,1,23304,53
28,N,4,21,23304,53
35,413031,4,21,23304,53
33,413021,3,18,23304,53
32,N,1,12,23304,53
40,N,1,10,23304,53
32,N,1,10,23304,53
87,291210,5,23,23304,53
53,252010,5,22,23304,53
59,171011,5,22,23304,53
96,N,5,23,23304,53
104,291141,4,21,23304,53
73,151252,5,22,23304,53
8,N,3,19,23304,53
13,112021,5,22,23304,53
14,1520XX,5,22,23304,53
23,N,1,14,23304,53
13,272022,1,13,23304,53
14,N,1,5,23304,53
76,151252,5,24,23304,53
74,252020,4,21,23304,53
59,N,1,9,23304,53
66,N,1,5,23304,53
53,151252,4,21,23304,53
66,151252,4,21,23304,53
65,251000,5,24,23304,53
10,119030,5,23,23304,53
10,311122,4,21,23304,53
13,N,1,2,23304,53
116,151252,4,21,23304,53
133,N,4,21,23304,53
178,N,2,16,23304,53
98,N,1,15,23304,53
73,N,5,22,23304,53
54,N,5,22,23304,53
151,N,2,16,23304,53
127,434171,3,19,23304,53
64,151252,5,22,23304,53
59,151252,5,22,23304,53
58,N,1,0,23304,53
55,N,5,24,23304,53
70,151252,4,21,23304,53
69,151299,5,22,23304,53
78,N,1,0,23304,53
218,472050,3,19,23304,53
60,151252,4,21,23304,53
98,N,4,21,23304,53
113,N,4,21,23304,53
31,411011,4,21,23304,53
32,419020,4,21,23304,53
36,413011,4,21,23304,53
37,1110XX,4,21,23304,53
45,131121,4,21,23304,53
53,N,4,21,23304,53
60,412031,4,20,23304,53
71,N,1,10,23304,53
77,N,1,0,23304,53
73,113031,5,22,23304,53
76,113031,4,21,23304,53
86,N,1,2,23304,53
72,151252,4,21,23304,53
56,N,4,21,23304,53
59,1191XX,4,21,23304,53
13,131111,5,22,23304,53
12,1910XX,5,24,23304,53
67,1110XX,5,24,23304,53
66,N,4,21,23304,53
58,N,1,8,23304,53
74,N,1,2,23304,53
77,151252,5,22,23304,53
79,151252,4,21,23304,53
60,119030,5,22,23304,53
85,N,1,4,23304,53
84,N,1,2,23304,53
58,119111,5,22,23304,53
62,252010,5,22,23304,53
32,132011,5,22,23304,53
35,1191XX,5,22,23304,53
39,N,3,19,23304,53
13,1191XX,5,22,23304,53
12,N,4,21,23304,53
14,151252,4,21,23304,53
145,N,5,22,23304,53
120,N,4,20,23304,53
117,2310XX,5,23,23304,53
65,1191XX,5,24,23304,53
61,N,5,23,23304,53
73,132011,5,22,23304,53
65,436011,3,19,23304,53
69,119141,4,21,23304,53
56,N,4,21,23304,53
58,1191XX,5,22,23304,53
49,N,4,21,23304,53
43,119111,3,19,23304,53
48,1110XX,4,21,23304,53
49,N,1,7,23304,53
48,151241,5,24,23304,53
62,1110XX,5,24,23304,53
42,333021,3,19,23304,53
43,N,4,21,23304,53
39,N,1,14,23304,53
41,N,1,10,23304,53
66,1191XX,4,21,23304,53
70,132011,4,21,23304,53
55,N,4,21,23304,53
50,N,5,22,23304,53
51,411011,5,22,23304,53
75,151252,5,24,23304,53
58,N,1,10,23304,53
58,N,1,5,23304,53
62,172141,5,22,23304,53
59,N,5,22,23304,53
73,N,4,20,23304,53
126,N,4,21,23304,53
73,113031,4,21,23304,53
75,1520XX,4,21,23304,53
84,N,1,0,23304,53
64,N,1,0,23304,53
76,131041,5,22,23304,53
73,414010,4,21,23304,53
89,N,5,24,23304,53
99,N,4,21,23304,53
13,1110XX,5,22,23304,53
12,N,4,20,23304,53
83,472111,4,20,23304,53
64,353031,3,18,23304,53
68,211013,5,24,23304,53
64,132052,5,22,23304,53
111,151252,5,22,23304,53
109,N,4,21,23304,53
126,N,1,2,23304,53
66,111021,5,24,23304,53
60,N,4,21,23304,53
57,N,1,3,23304,53
60,N,1,1,23304,53
41,151252,4,21,23304,53
72,352021,4,21,23304,53
63,151252,5,22,23304,53
54,N,1,4,23304,53
63,N,1,2,23304,53
68,N,2,16,23304,53
61,4990XX,3,19,23304,53
63,N,4,21,23304,53
12,1110XX,4,21,23304,53
49,N,5,22,23304,53
53,151253,4,21,23304,53
51,N,4,20,23304,53
49,N,1,11,23304,53
55,N,1,6,23304,53
80,353031,3,19,23304,53
65,N,1,10,23304,53
64,N,1,8,23304,53
162,151252,4,21,23304,53
160,N,4,21,23304,53
183,N,1,2,23304,53
31,N,4,21,23304,53
28,N,5,23,23304,53
57,273043,4,21,23304,53
63,N,3,18,23304,53
48,172011,5,24,23304,53
40,N,4,21,23304,53
58,N,4,21,23304,53
61,151211,4,21,23304,53
71,272012,3,18,23304,53
59,N,1,11,23304,53
90,151252,4,21,23304,53
103,151252,4,21,23304,53
101,N,1,8,23304,53
99,151252,5,22,23304,53
98,119141,5,22,23304,53
83,151252,4,21,23304,53
81,119051,4,20,23304,53
64,N,1,6,23304,53
72,N,1,3,23304,53
70,113031,5,22,23304,53
72,131111,4,21,23304,53
62,N,1,0,23304,53
69,151252,5,22,23304,53
62,151252,4,20,23304,53
59,273043,4,21,23304,53
71,1191XX,3,19,23304,53
68,193051,4,21,23304,53
105,252030,5,22,23304,53
80,113031,4,21,23304,53
98,252030,4,21,23304,53
97,N,4,21,23304,53
103,151230,4,20,23304,53
13,131111,4,21,23304,53
12,1110XX,4,21,23304,53
12,N,1,11,23304,53
119,151252,4,21,23304,53
118,172070,4,21,23304,53
151,151252,4,21,23304,53
79,N,4,21,23304,53
62,N,2,16,23304,53
53,132011,5,22,23304,53
220,151252,5,22,23304,53
219,151252,5,22,23304,53
33,N,5,23,23304,53
35,N,5,24,23304,53
57,1110XX,4,21,23304,53
75,131023,3,18,23304,53
94,151252,5,22,23304,53
95,151252,5,22,23304,53
54,N,5,24,23304,53
60,N,3,19,23304,53
79,151252,5,22,23304,53
60,N,1,13,23304,53
54,436011,5,22,23304,53
70,1720XX,5,22,23304,53
67,435061,5,22,23304,53
60,N,1,6,23304,53
61,N,1,4,23304,53
114,172011,5,22,23304,53
39,151253,4,21,23304,53
37,291141,5,22,23304,53
33,412010,3,19,23304,53
55,N,3,19,23304,53
51,419099,4,20,23304,53
91,N,3,19,23304,53
57,2310XX,5,23,23304,53
66,2310XX,5,23,23304,53
65,436011,3,19,23304,53
74,472070,4,21,23304,53
55,N,3,18,23304,53
11,27102X,4,21,23304,53
11,2530XX,4,20,23304,53
54,N,5,22,23304,53
59,N,3,18,23304,53
36,112022,5,23,23304,53
31,131199,4,21,23304,53
28,N,1,9,23304,53
34,N,1,2,23304,53
75,1320XX,4,21,23304,53
85,251000,5,22,23304,53
95,N,1,10,23304,53
96,N,1,9,23304,53
35,399011,3,19,23304,53
43,499071,5,22,23304,53
33,N,1,12,23304,53
214,299000,5,23,23304,53
203,N,5,22,23304,53
106,252010,4,21,23304,53
101,N,3,19,23304,53
9,119051,3,19,23304,53
79,291210,5,23,23304,53
75,113031,3,19,23304,53
70,411011,3,19,23304,53
57,5140XX,2,16,23304,53
56,172051,3,19,23304,53
51,537065,1,15,23304,53
59,412031,2,16,23304,53
54,N,4,20,23304,53
65,1110XX,3,19,23304,53
75,151252,4,21,23304,53
56,N,5,22,23304,53
61,291210,5,23,23304,53
257,434051,3,19,23304,53
257,N,1,0,23304,53
63,1110XX,4,21,23304,53
59,532031,4,21,23304,53
90,151252,5,22,23304,53
88,192030,5,22,23304,53
59,291210,5,23,23304,53
399,131161,4,21,23304,53
10,N,4,21,23304,53
11,N,5,22,23304,53
11,192099,5,24,23304,53
61,433021,4,21,23304,53
68,119041,5,22,23304,53
48,132052,4,21,23304,53
55,151252,5,22,23304,53
82,131199,4,21,23304,53
104,119041,4,21,23304,53
122,N,1,1,23304,53
123,N,1,0,23304,53
38,119041,5,22,23304,53
37,N,4,21,23304,53
61,434051,4,21,23304,53
77,519061,3,19,23304,53
74,291051,4,21,23304,53
183,111021,5,24,23304,53
116,439061,4,21,23304,53
114,N,4,21,23304,53
134,N,2,16,23304,53
100,N,1,2,23304,53
144,N,1,1,23304,53
49,N,4,20,23304,53
55,N,4,20,23304,53
60,131082,4,21,23304,53
63,172110,4,21,23304,53
72,112022,4,20,23304,53
62,N,1,11,23304,53
107,151252,4,21,23304,53
55,131023,4,21,23304,53
57,131082,5,22,23304,53
64,434051,3,19,23304,53
196,311122,3,19,23304,53
9,N,5,24,23304,53
9,151252,4,21,23304,53
111,1910XX,5,24,23304,53
99,151252,5,22,23304,53
150,1520XX,5,22,23304,53
147,113031,4,21,23304,53
132,N,1,4,23304,53
171,N,1,0,23304,53
115,132052,5,22,23304,53
62,131111,5,22,23304,53
75,1191XX,4,21,23304,53
122,435071,3,19,23304,53
33,N,3,19,23304,53
85,151230,5,22,23304,53
68,N,4,21,23304,53
74,N,1,10,23304,53
74,N,1,8,23304,53
32,434051,5,24,23304,53
33,1110XX,5,22,23304,53
36,537064,3,19,23304,53
32,537064,4,20,23304,53
38,151252,5,22,23304,53
38,291210,5,23,23304,53
35,N,1,7,23304,53
71,119041,4,21,23304,53
69,N,5,22,23304,53
54,N,1,5,23304,53
54,N,1,3,23304,53
62,291141,5,22,23304,53
64,N,4,21,23304,53
29,1191XX,5,24,23304,53
35,192099,5,24,23304,53
31,N,1,3,23304,53
31,N,1,2,23304,53
37,1721YY,4,21,23304,53
29,N,4,21,23304,53
183,151252,5,22,23304,53
9,131111,5,22,23304,53
14,131199,4,21,23304,53
5,151252,2,16,23304,53
40,172011,4,21,23304,53
42,N,4,21,23304,53
69,151252,5,22,23304,53
140,333050,4,21,23304,53
121,252020,5,22,23304,53
39,151252,4,21,23304,53
36,412022,4,21,23304,53
36,N,3,19,23304,53
57,N,5,23,23304,53
123,N,5,24,23304,53
74,151252,4,21,23304,53
7,172011,4,21,23304,53
8,439061,4,21,23304,53
112,119021,4,21,23304,53
132,N,4,21,23304,53
102,N,1,2,23304,53
116,N,1,0,23304,53
51,1191XX,4,21,23304,53
176,119051,2,16,23304,53
206,411011,5,22,23304,53
177,353031,1,14,23304,53
162,N,1,9,23304,53
161,N,1,3,23304,53
81,N,2,16,23304,53
164,439021,2,16,23304,53
208,351011,2,16,23304,53
163,119051,5,22,23304,53
107,151252,5,22,23304,53
109,131070,5,22,23304,53
95,N,1,0,23304,53
222,431011,3,19,23304,53
203,N,1,4,23304,53
203,N,1,4,23304,53
35,291210,5,23,23304,53
33,N,3,19,23304,53
62,N,4,21,23304,53
68,N,3,19,23304,53
